"page_id","urlslug","ID","ALIGN","SEX","ALIVE","APPEARANCES","FIRST.APPEARANCE","comic","PHYSICAL"
101178,"\/Sturky_(Earth-616)","","Good Characters","","Living Characters",7,"Mar-82","MV"," , No Hair"
21498,"\/Don_Parisi_(Earth-616)","Secret Identity","Neutral Characters","Male Characters","Living Characters",2,"Dec-04","marvel"," , "
41168,"\/wiki\/Michael_Tempest_(New_Earth)","Secret Identity","Good Characters","Male Characters","Deceased Characters",14,"1968, May","DC comics"," , Red Hair"
246407,"\/Nurse_Stevens_(Earth-616)","","Good Characters","Female Characters","Living Characters",9,"Jun-82","Marvel Comics"," , Black Hair"
492456,"\/Captain_Klutz_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",1,"Dec-43","marvl"," , Blond Hair"
12886,"\/Illich_Lavrov_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",5,"Oct-86","marvel","Yellow Eyes , Blond Hair"
53460,"\/Frankenstein%27s_Monster_(Cosmic)_(Earth-616)","Secret Identity","Bad Characters","","Deceased Characters",NA,"Aug-69","Marvel","White Eyes , No Hair"
630803,"\/Piers_(Earth-616)","","Good Characters","Male Characters","Deceased Characters",5,"Feb-00","Marvel Comics"," , Black Hair"
501137,"\/James_Larner_(Earth-616)","Public Identity","Good Characters","Male Characters","Deceased Characters",12,"May-76","Marvel Comics","Brown Eyes , Brown Hair"
344310,"\/wiki\/Cydippe_(New_Earth)","","Good Characters","Female Characters","Living Characters",5,"1991, January","DC"," , Strawberry Blond Hair"
280848,"\/Krista_Marwan_(Earth-616)","No Dual Identity","Good Characters","Female Characters","Living Characters",NA,"","marvel","Brown Eyes , Black Hair"
484487,"\/Jefferson_Jamison_(Earth-616)","Secret Identity","Good Characters","Male Characters","Deceased Characters",2,"Feb-03","Marvel Comics","Brown Eyes , Bald"
27210,"\/wiki\/Myrrt_(New_Earth)","Secret Identity","","Male Characters","Deceased Characters",4,"2006, August","dc comics","Black Eyes , Brown Hair"
408630,"\/Harlan_Ryker_(Earth-616)","","Bad Characters","Male Characters","Living Characters",7,"Nov-90","marvel","Brown Eyes , Brown Hair"
725006,"\/Kenneth_Flogg_(Earth-616)","","Bad Characters","Male Characters","Living Characters",1,"May-02","Marvel"," , Grey Hair"
284883,"\/Gale_Patric_(Earth-616)","Public Identity","Good Characters","Female Characters","Living Characters",3,"Oct-93","marvel","Green Eyes , Blond Hair"
45628,"\/Talla_Ron_(Earth-616)","","Bad Characters","Female Characters","Living Characters",5,"Aug-93","marvel"," , Black Hair"
85825,"\/X_(Monster)_(Earth-616)","Secret Identity","Bad Characters","","Living Characters",5,"Jun-61","marvl","Variable Eyes , Variable Hair"
503420,"\/Aunt_May_(Earth-616)","","","Female Characters","Living Characters",1,"Jun-62","marvelcomics","Blue Eyes , White Hair"
148617,"\/wiki\/Dregz_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",2,"2009, February","DC comics"," , Brown Hair"
36947,"\/Zota_of_Pergamum_(Earth-616)","","Bad Characters","Male Characters","Living Characters",4,"Sep-64","Marvel Comics","Brown Eyes , Bald"
69043,"\/wiki\/Jan_Haasan_(New_Earth)","Public Identity","Good Characters","Male Characters","Living Characters",98,"1942, June","DC"," , Blond Hair"
454121,"\/Zandow_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",2,"Aug-41","MV"," , Brown Hair"
251475,"\/Audumla_(Magic_cow)_(Earth-616)","Secret Identity","Good Characters","Female Characters","Living Characters",2,"Oct-63","marvelcomics","Brown Eyes , Brown Hair"
41928,"\/wiki\/Dana_Winters_(New_Earth)","","","Female Characters","Deceased Characters",41,"1994, December","DC Comics"," , "
559792,"\/Bill_Gregory_(Earth-616)","No Dual Identity","Neutral Characters","Male Characters","Living Characters",28,"Nov-50","Marvel Comics"," , Orange Hair"
536517,"\/Bernard_Finn_(Earth-616)","No Dual Identity","Good Characters","Male Characters","Deceased Characters",4,"Oct-85","marvl","Black Eyes , Grey Hair"
196721,"\/Kray-Tor_(Earth-616)","Public Identity","","Male Characters","Deceased Characters",17,"Jun-75","marvel"," , No Hair"
307031,"\/Aleksandra_Nikolaevna_(Earth-616)","Secret Identity","Bad Characters","Female Characters","Deceased Characters",19,"Oct-08","marvelcomics","Blue Eyes , Black Hair"
241890,"\/Bennet_Barlow_(Earth-616)","","Good Characters","Male Characters","Living Characters",1,"Feb-78","marvel"," , "
484203,"\/Doris_Horton_(Earth-616)","No Dual Identity","Good Characters","Female Characters","Living Characters",1,"Jan-43","marvel"," , Brown Hair"
557490,"\/Inger_Rinefeld_(Earth-616)","Public Identity","Good Characters","Female Characters","Living Characters",2,"Oct-05","marvelcomics","Brown Eyes , Brown Hair"
504214,"\/Big_Roy_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",1,"Aug-11","Marvel"," , "
274106,"\/wiki\/Norman_Paxton_(New_Earth)","Public Identity","Good Characters","Male Characters","Living Characters",22,"1984, June","DC Comics"," , Black Hair"
478077,"\/Roc_of_Lemuria_(Earth-616)","Public Identity","Bad Characters","Male Characters","Deceased Characters",1,"Dec-83","Marvel"," , Black Hair"
591475,"\/Fury_(Earth-616)","Public Identity","Bad Characters","","Deceased Characters",4,"Aug-04","Marvel Comics","Gold Eyes , No Hair"
723601,"\/Flashfire_(Hatchitech)_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",1,"Dec-12","marvelcomics"," , "
127998,"\/wiki\/Alesandra_Taracon_(New_Earth)","","Neutral Characters","Female Characters","Living Characters",2,"2001, December","DC"," , "
90166,"\/wiki\/Blind_Faith_(New_Earth)","","Bad Characters","Female Characters","Living Characters",7,"1994, March","DC Comics"," , Blond Hair"
344002,"\/wiki\/Egeria_(New_Earth)","","Good Characters","Female Characters","Deceased Characters",1,"1988","DC comics"," , "
506896,"\/Babob_(Earth-616)","No Dual Identity","Good Characters","Male Characters","Living Characters",2,"May-90","marvl","White Eyes , "
684688,"\/Lloyd_Bloch_(Heroes_Reborn)_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",6,"Feb-02","MV"," , "
693077,"\/William_Shakespeare_(Earth-616)","Public Identity","Neutral Characters","Male Characters","Living Characters",NA,"","Marvel Comics"," , "
2165,"\/Nathan_Dolly_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",13,"Dec-63","Marvel Comics","Brown Eyes , Brown Hair"
13358,"\/wiki\/Yz_(New_Earth)","Secret Identity","Good Characters","Male Characters","Living Characters",207,"1940, January","dc comics","Red Eyes , "
594989,"\/Penny_Pennington_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",37,"Nov-52","marvelcomics"," , Black Hair"
86538,"\/wiki\/Shatterfist_I_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",10,"1985, January","DC comics"," , Black Hair"
262132,"\/Damon_Ryder_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",7,"Sep-09","Marvel Comics","Brown Eyes , Red Hair"
174888,"\/wiki\/Jackal_III_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",5,"2010, March","DC"," , Blond Hair"
1957,"\/wiki\/Hindenberg_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",2,"2005, October","DC Comics"," , "
26396,"\/Bailey_Mathius_(Earth-616)","No Dual Identity","","Male Characters","Living Characters",3,"Dec-03","Marvel Comics"," , "
18630,"\/Niles_Williams_(Earth-616)","","","Male Characters","Living Characters",1,"Jan-97","marvl"," , "
128591,"\/wiki\/Edwardo_Guzman_(New_Earth)","Public Identity","Bad Characters","Male Characters","Deceased Characters",4,"1992, April","DC"," , Black Hair"
699063,"\/Mr._Schlickeisen_(Earth-616)","Public Identity","","Male Characters","Living Characters",4,"","Marvel Comics"," , Black Hair"
16256,"\/Briquette_(Earth-616)","Secret Identity","Bad Characters","Female Characters","Living Characters",2,"Jul-92","marvelcomics"," , Magenta Hair"
106301,"\/Boris_(Latverian)_(Earth-616)","No Dual Identity","Neutral Characters","Male Characters","Living Characters",15,"Sep-64","marvel"," , Grey Hair"
18756,"\/Ten-Thirtifor_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",3,"Nov-00","Marvel","Red Eyes , No Hair"
147227,"\/wiki\/Dementor_(New_Earth)","","Bad Characters","Male Characters","Living Characters",6,"1994, July","dc comics"," , "
670464,"\/Chronodon_(Legion_Personality)_(Earth-616)","Secret Identity","Neutral Characters","","Living Characters",1,"Feb-13","marvl"," , No Hair"
440538,"\/Doc_(Geneticist)_(Earth-616)","","Bad Characters","Male Characters","Living Characters",7,"Jul-81","marvel"," , Red Hair"
156775,"\/wiki\/Norman_the_Doorman_(New_Earth)","Public Identity","Good Characters","Male Characters","Living Characters",1,"1992, September","DC Comics"," , Brown Hair"
172050,"\/wiki\/Celia_Kazantkakis_(New_Earth)","Secret Identity","Bad Characters","Female Characters","Living Characters",9,"2002, December","DC comics"," , Grey Hair"
752149,"\/Elizabeth_Alain_(Earth-616)","No Dual Identity","Neutral Characters","Female Characters","Deceased Characters",1,"","Marvel","Black Eyes , Brown Hair"
364888,"\/wiki\/Cameron_Kane_(New_Earth)","Public Identity","Good Characters","Male Characters","Living Characters",3,"2011, September","dc comics"," , Black Hair"
69025,"\/Jamal_Peoples_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",6,"Feb-07","marvelcomics","Hazel Eyes , Brown Hair"
280434,"\/Sharon_Ginsberg_(Earth-616)","No Dual Identity","Neutral Characters","Female Characters","Living Characters",9,"Oct-02","marvl","Blue Eyes , Brown Hair"
154305,"\/wiki\/Billy_(New_Earth)","Secret Identity","Good Characters","Male Characters","Living Characters",2,"1976, January","dc comics","Blue Eyes , "
683295,"\/Subguardian_Warstar_(Earth-616)","Secret Identity","Good Characters","","Living Characters",1,"","Marvel Comics"," , "
1469,"\/wiki\/Harleen_Quinzel_(New_Earth)","Public Identity","Bad Characters","Female Characters","Living Characters",153,"1999, October","dc comics","Blue Eyes , Blond Hair"
26487,"\/Carmella_(Earth-616)","","Bad Characters","Female Characters","Living Characters",2,"Oct-91","marvelcomics","Blue Eyes , Blond Hair"
1346,"\/Piotr_Rasputin_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",1162,"May-75","marvel","Blue Eyes , Black Hair"
339922,"\/Paragon_(A.I.M.)_(Earth-616)","","","Male Characters","Living Characters",1,"Apr-94","marvl"," , "
262568,"\/wiki\/Arnicus_Wolfram_(New_Earth)","","Bad Characters","Male Characters","Deceased Characters",7,"2000, December","dc comics"," , Brown Hair"
174412,"\/wiki\/Perseus_Hazard_(New_Earth)","Public Identity","","Male Characters","Deceased Characters",5,"2007, August","DC comics","Brown Eyes , "
365772,"\/wiki\/Onu_Murtu_(New_Earth)","","Good Characters","Female Characters","Living Characters",7,"1965, April","DC"," , Red Hair"
84533,"\/wiki\/Axel_Storm_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",19,"1964, December","DC comics"," , Black Hair"
27070,"\/Lonkarr_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",1,"Mar-99","Marvel"," , Black Hair"
345116,"\/wiki\/Neith_(New_Earth)","","","Female Characters","Living Characters",7,"2002, January","DC comics"," , "
715416,"\/William_Perry_(Earth-616)","No Dual Identity","Good Characters","Male Characters","Living Characters",1,"Sep-87","marvl"," , "
164779,"\/wiki\/Aarden_(New_Earth)","","","Male Characters","Living Characters",6,"1996, February","dc comics"," , Brown Hair"
349174,"\/Blue_Skye_(Heroes_Reborn)_(Earth-616)","","","Female Characters","Living Characters",1,"Jan-00","marvelcomics"," , "
642961,"\/Slug_(John_Crafton_Gang)_(Earth-616)","No Dual Identity","Bad Characters","Male Characters","Living Characters",1,"Oct-39","marvl"," , "
458817,"\/Grosso_(Earth-616)","Public Identity","Bad Characters","Male Characters","Deceased Characters",1,"Oct-41","marvl","Black Eyes , Black Hair"
4117,"\/Doomsday_Man_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",14,"Feb-70","marvl","Yellow Eyes , No Hair"
24628,"\/Susa-No-O-Izumo_(Earth-616)","","","Male Characters","Deceased Characters",1,"Sep-09","marvelcomics"," , Brown Hair"
7630,"\/Tabitha_Smith_(Earth-616)","Secret Identity","Good Characters","Female Characters","Living Characters",316,"Nov-85","marvelcomics","Blue Eyes , Blond Hair"
261293,"\/wiki\/Henry_Claridge_(New_Earth)","","Neutral Characters","Male Characters","Deceased Characters",3,"1940, June","DC Comics"," , Brown Hair"
52641,"\/wiki\/Brontes_(New_Earth)","","Neutral Characters","Male Characters","Living Characters",4,"1994, March","DC"," , Brown Hair"
26571,"\/Harrison_Thompson_(Earth-616)","Public Identity","Neutral Characters","Male Characters","Deceased Characters",15,"Dec-76","Marvel","Blue Eyes , Blond Hair"
32563,"\/wiki\/Bizarro_Green_Lantern_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",4,"2007, November","DC"," , Brown Hair"
519269,"\/Doc_(Guardsman)_(Earth-616)","","Good Characters","Male Characters","Living Characters",1,"May-11","MV","Blue Eyes , Black Hair"
25607,"\/Melf_(Earth-616)","No Dual Identity","Bad Characters","Male Characters","Living Characters",9,"Jul-75","marvelcomics"," , Red Hair"
448467,"\/Joshua_Williams_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",4,"Mar-40","marvl"," , Blond Hair"
484269,"\/Mary_Price_(Earth-616)","Secret Identity","Neutral Characters","Female Characters","Deceased Characters",1,"Aug-09","Marvel Comics"," , Grey Hair"
243529,"\/Haag_(Deviant)_(Earth-616)","","Bad Characters","Female Characters","Living Characters",1,"Nov-91","marvelcomics"," , "
289331,"\/Rennar_(Earth-616)","No Dual Identity","Good Characters","Male Characters","Living Characters",1,"Aug-73","MV","Blue Eyes , Black Hair"
21627,"\/Dirk_Anger_(Earth-616)","No Dual Identity","Neutral Characters","Male Characters","Living Characters",9,"Mar-06","Marvel","Blue Eyes , Brown Hair"
690466,"\/Garnok_Rebbahn_(Earth-616)","No Dual Identity","Bad Characters","Male Characters","Deceased Characters",5,"Jun-90","marvel"," , Black Hair"
177580,"\/wiki\/Camorouge_(New_Earth)","Secret Identity","Bad Characters","Female Characters","Living Characters",11,"1995, January","DC","Blue Eyes , Red Hair"
92138,"\/Amphibian_(Earth-616)","","","","Living Characters",NA,"Nov-65","marvelcomics"," , "
129517,"\/wiki\/Anton_Allegro_(New_Earth)","","Bad Characters","Male Characters","Living Characters",3,"1979, February","DC comics"," , Red Hair"
292534,"\/Sharra_(Earth-616)","Public Identity","Neutral Characters","Female Characters","Deceased Characters",2,"","marvl"," , Black Hair"
70948,"\/James_Carter_(Earth-616)","No Dual Identity","Good Characters","Male Characters","Living Characters",10,"Jan-77","Marvel Comics"," , "
566216,"\/Nataku_Fei_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",1,"Sep-05","Marvel Comics"," , Black Hair"
145132,"\/wiki\/King_Standish_(New_Earth)","Secret Identity","Good Characters","Male Characters","Living Characters",34,"1940, March","DC Comics","Blue Eyes , Blond Hair"
2598,"\/Johnathon_Ohnn_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",40,"Jan-85","Marvel Comics","Blue Eyes , Brown Hair"
112344,"\/wiki\/Ernesto_Lopez_(New_Earth)","Public Identity","Good Characters","Male Characters","Living Characters",3,"1989","DC Comics","Brown Eyes , Brown Hair"
461929,"\/Glagg_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",1,"Mar-93","marvl"," , Bald"
657451,"\/Bends_(Masked_Raider)_(Earth-616)","No Dual Identity","Bad Characters","Male Characters","Deceased Characters",1,"Oct-39","marvelcomics"," , "
181392,"\/wiki\/Americommando_II_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",4,"2006, December","DC Comics"," , Blond Hair"
2526,"\/Shadow_King_(Earth-616)","","Bad Characters","Male Characters","Living Characters",67,"Jan-79","MV","Red Eyes , No Hair"
121455,"\/Leoninus_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",3,"Oct-80","marvl"," , Blond Hair"
1954,"\/Woodstock_Schumaker_(Earth-616)","Secret Identity","Good Characters","Female Characters","Living Characters",16,"Dec-01","Marvel","Blue Eyes , Blond Hair"
171048,"\/wiki\/Headhunter_II_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",5,"2003, November","DC Comics"," , "
16726,"\/Hope_Abbott_(Earth-616)","Secret Identity","Good Characters","Female Characters","Living Characters",70,"Jun-05","marvel","Hazel Eyes , Brown Hair"
189279,"\/wiki\/Mage_(New_Earth)","","Bad Characters","Male Characters","Living Characters",NA,"1983","DC"," , "
480240,"\/Aphrodite_(CSA)_(Earth-616)","Secret Identity","Good Characters","Female Characters","Living Characters",NA,"Feb-07","marvelcomics"," , "
243361,"\/Millennius_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",1,"","Marvel"," , Black Hair"
101629,"\/Harith_Damyish_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",2,"Dec-96","Marvel","Grey Eyes , Brown Hair"
195607,"\/Jake_Garza_(Earth-616)","Public Identity","Neutral Characters","Male Characters","Living Characters",NA,"Aug-03","MV","Red Eyes , Orange Hair"
449725,"\/Martha_Davis_(Earth-616)","Public Identity","Good Characters","Female Characters","Living Characters",1,"Aug-40","marvelcomics"," , Brown Hair"
692171,"\/James_Howlett_(Onslaught_Reborn)_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",4,"Jan-07","MV","Blue Eyes , Black Hair"
24752,"\/Sayuri_Kyota_(Earth-616)","Secret Identity","Good Characters","Female Characters","Living Characters",3,"Nov-00","Marvel"," , Black Hair"
21869,"\/wiki\/David_Drake_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",23,"1981, February","DC comics","Blue Eyes , "
82318,"\/wiki\/Jeannie_Kerr_(New_Earth)","Public Identity","Good Characters","Female Characters","Deceased Characters",3,"1988","DC comics","Blue Eyes , Blond Hair"
218835,"\/wiki\/Magi_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",2,"","dc comics"," , Black Hair"
159467,"\/wiki\/Justeen_(New_Earth)","","Bad Characters","Female Characters","Deceased Characters",16,"2000, June","DC","Brown Eyes , Brown Hair"
462559,"\/Dennis_Piper_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",5,"Aug-11","marvl","Blue Eyes , Black Hair"
32470,"\/Aguja_(Earth-616)","Secret Identity","Bad Characters","Female Characters","Deceased Characters",5,"Sep-06","MV","Green Eyes , Blond Hair"
79574,"\/Jacqueline_Freeman_(Earth-616)","Public Identity","","Female Characters","Living Characters",1,"Apr-91","Marvel"," , "
532378,"\/Gregson_Grant_(Earth-616)","","Neutral Characters","Male Characters","Living Characters",2,"Nov-72","marvl"," , "
326403,"\/wiki\/Lord_of_the_Damned_(New_Earth)","Public Identity","Bad Characters","Male Characters","Deceased Characters",5,"2006, May","DC comics","Red Eyes , "
510150,"\/Jude_(Collection_Agency)_(Earth-616)","","","Male Characters","Living Characters",5,"Jan-92","Marvel"," , Brown Hair"
323933,"\/Ayesha_of_Balobedu_(Earth-616)","","Good Characters","Female Characters","Living Characters",NA,"","marvelcomics","Blue Eyes , White Hair"
719767,"\/Daniel_Shawcross_(Earth-616)","No Dual Identity","","Male Characters","Living Characters",3,"Apr-05","MV","Brown Eyes , Brown Hair"
422703,"\/Elizabeth_Benning_(Earth-616)","","Neutral Characters","Female Characters","Living Characters",9,"Nov-07","marvel"," , "
1603,"\/wiki\/Rory_Regan_(New_Earth)","Secret Identity","Good Characters","Male Characters","Living Characters",131,"1976, September","DC","Blue Eyes , Brown Hair"
21771,"\/Whisperer_(Demon)_(Earth-616)","Secret Identity","Bad Characters","","Living Characters",1,"Sep-93","MV","Green Eyes , No Hair"
353049,"\/wiki\/Roger_Richter_(New_Earth)","Public Identity","Good Characters","Male Characters","Living Characters",3,"1989, January","DC comics","Brown Eyes , Brown Hair"
8025,"\/Naomi_Kale_(Earth-616)","Secret Identity","Good Characters","Female Characters","Deceased Characters",8,"Jul-97","marvel","Blue Eyes , Black Hair"
296470,"\/Axe_(Valkyries)_(Earth-616)","","Good Characters","Female Characters","Living Characters",1,"","MV"," , Blond Hair"
684262,"\/K%27thol_(Earth-616)","","Good Characters","Male Characters","Deceased Characters",NA,"","marvel"," , "
699729,"\/Veronica_King_(Earth-616)","No Dual Identity","Good Characters","Female Characters","Living Characters",8,"Dec-06","marvel","Green Eyes , Blond Hair"
184516,"\/wiki\/Cybersaw_(New_Earth)","Secret Identity","Bad Characters","Male Characters","Living Characters",1,"1999, July","DC Comics"," , "
1638,"\/Karl_Morgenthau_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",29,"Dec-85","marvelcomics","Brown Eyes , Brown Hair"
24573,"\/El_Dorado_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",2,"May-06","marvel"," , "
557586,"\/Padre_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",2,"Dec-05","marvelcomics"," , White Hair"
3954,"\/wiki\/Conrad_Bortz_(New_Earth)","","","Male Characters","Living Characters",5,"1987, November","DC Comics"," , Red Hair"
240053,"\/Dave_Carson_(Earth-616)","Public Identity","Good Characters","Male Characters","Living Characters",23,"Mar-48","marvel"," , Red Hair"
468602,"\/George_Brinner_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",1,"Feb-42","MV"," , Black Hair"
52957,"\/Hackett_Zemo_(Earth-616)","Public Identity","Neutral Characters","Male Characters","Deceased Characters",NA,"May-07","Marvel"," , Blond Hair"
280068,"\/Spud_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Deceased Characters",1,"Mar-02","Marvel Comics","Black Eyes , No Hair"
1245,"\/Percy_%26_Barton_Grimes_(Earth-616)","Secret Identity","Bad Characters","Male Characters","Living Characters",NA,"Oct-84","marvelcomics","Blue Eyes , Black Hair"
66544,"\/wiki\/Jonas_Sloe_(New_Earth)","","Bad Characters","Male Characters","Living Characters",3,"1989, November","DC Comics"," , "
740699,"\/Lisk_(Earth-616)","No Dual Identity","","Male Characters","Living Characters",4,"Feb-10","marvl","Brown Eyes , Grey Hair"
36274,"\/Hotei_(Earth-616)","","","Male Characters","Living Characters",1,"Aug-82","marvl"," , "
350267,"\/Derek_Bishop_(Earth-616)","Public Identity","Neutral Characters","Male Characters","Living Characters",2,"May-05","marvl"," , Black Hair"
134207,"\/wiki\/Tyson_Sykes_(New_Earth)","Public Identity","Good Characters","Male Characters","Living Characters",1,"2008, June","DC"," , Black Hair"
401193,"\/Elphane_(Earth-616)","Public Identity","Good Characters","Female Characters","Deceased Characters",1,"Nov-10","MV","Blue Eyes , Blue Hair"
445737,"\/Edith_Alton_(Earth-616)","Public Identity","Good Characters","Female Characters","Living Characters",4,"Feb-40","marvl"," , Blond Hair"
9529,"\/Pierre_Truffaut_(Earth-616)","Secret Identity","Good Characters","Male Characters","Deceased Characters",4,"Jul-01","marvel","Yellow Eyes , Black Hair"
4790,"\/wiki\/Karshon_(New_Earth)","","Bad Characters","Male Characters","Living Characters",44,"1963, October","DC","Black Eyes , "
12845,"\/Spite_(Earth-616)","","Bad Characters","Female Characters","Living Characters",1,"Sep-96","Marvel Comics"," , "
16928,"\/Lee_Franks_(Earth-616)","","Bad Characters","Male Characters","Living Characters",3,"Apr-96","Marvel"," , Bald"
297481,"\/wiki\/Steppe_(New_Earth)","","Good Characters","Male Characters","Deceased Characters",3,"2007, December","DC"," , "
64894,"\/Dane_Whitman_(Knight_Errant)_(Earth-616)","","Bad Characters","Male Characters","Deceased Characters",1,"May-98","Marvel"," , "
132735,"\/wiki\/Gretti_(New_Earth)","Public Identity","Bad Characters","Male Characters","Deceased Characters",9,"1983, May","dc comics","Black Eyes , Violet Hair"
570230,"\/Ben_Goldendawn_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",4,"Nov-12","MV","White Eyes , "
24653,"\/Con_Ticci_Viracocha_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",4,"Sep-78","marvel"," , "
755268,"\/Iron_Man_(Taskmaster_Robot)_(Earth-616)","Secret Identity","Bad Characters","Agender Characters","Living Characters",1,"Oct-98","marvl"," , "
16329,"\/Cristal_Lemieux_(Earth-616)","Secret Identity","Bad Characters","Female Characters","Deceased Characters",3,"Oct-98","MV"," , Black Hair"
9304,"\/wiki\/Invunche_(New_Earth)","","Bad Characters","","Living Characters",5,"1985, June","DC Comics"," , "
69584,"\/Jo_Beth_(Earth-616)","","","Female Characters","Living Characters",5,"Sep-92","Marvel","Black Eyes , Black Hair"
303700,"\/Circus_Pants_XVII_(Earth-616)","Secret Identity","Neutral Characters","Male Characters","Living Characters",1,"Dec-95","marvel","Black Eyes , Black Hair"
1835,"\/wiki\/Benjamin_Turner_(New_Earth)","Secret Identity","Neutral Characters","Male Characters","Living Characters",153,"1975, May","dc comics","Brown Eyes , Black Hair"
506267,"\/Ashur_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",1,"Dec-99","Marvel","Blue Eyes , White Hair"
509421,"\/Nul_(Earth-616)","No Dual Identity","Bad Characters","Male Characters","Deceased Characters",7,"Jul-11","marvl","White Eyes , Bald"
347156,"\/Ultron_(Heroes_Reborn)_(Earth-616)","Public Identity","Bad Characters","Male Characters","Living Characters",6,"Nov-96","marvelcomics","Red Eyes , No Hair"
129390,"\/wiki\/Deacon_Dickson_(New_Earth)","Public Identity","Bad Characters","Male Characters","Living Characters",9,"1993, October","DC"," , Brown Hair"
113088,"\/wiki\/Coldsnap_(New_Earth)","","Bad Characters","Male Characters","Living Characters",24,"1984, April","dc comics"," , White Hair"
15641,"\/Aentaros_(Earth-616)","","","Male Characters","Living Characters",2,"May-00","Marvel Comics"," , "
205606,"\/wiki\/Zzlrrrzzzm_(New_Earth)","","","Male Characters","Living Characters",1,"1987, August","DC"," , "
395397,"\/Thing_From_the_Hidden_Swamp_(Earth-616)","Secret Identity","Good Characters","Male Characters","Living Characters",3,"Apr-62","marvl"," , "
435128,"\/Ratso_(Earth-616)","","Bad Characters","","Living Characters",3,"Feb-86","MV"," , "
23123,"\/Fang_(Lilin)_(Earth-616)","","","Male Characters","Living Characters",6,"Sep-92","Marvel Comics"," , Brown Hair"
312406,"\/wiki\/Adam_Bomb_(New_Earth)","","Bad Characters","Male Characters","Living Characters",1,"2009, June","DC comics","Blue Eyes , "
289409,"\/Seaweed_(Earth-616)","","Bad Characters","Male Characters","Living Characters",1,"Feb-89","marvelcomics"," , Blond Hair"
702632,"\/Shu-Hu_(Earth-616)","","Neutral Characters","","Living Characters",2,"May-74","MV"," , "
697335,"\/Sanford_(Earth-616)","Public Identity","Neutral Characters","Male Characters","Living Characters",2,"Jan-74","marvelcomics"," , Red Hair"
727341,"\/Paul_Swanson_(Earth-616)","No Dual Identity","","Male Characters","Living Characters",3,"Jun-02","Marvel Comics"," , Brown Hair"
466737,"\/Mrs._Gwynn_(Barry%27s_wife)_(Earth-616)","Secret Identity","Neutral Characters","Female Characters","Living Characters",NA,"May-08","marvel"," , Grey Hair"
4569,"\/Priscilla_Dolly_(Earth-616)","","","Female Characters","Living Characters",9,"Jun-78","MV"," , "
520748,"\/Chuck_(NYPD)_(Earth-616)","Public Identity","","Male Characters","Living Characters",6,"May-63","Marvel"," , Brown Hair"
14443,"\/Condor_(Contingency)_(Earth-616)","Secret Identity","","Male Characters","Living Characters",4,"","Marvel Comics"," , Black Hair"
510158,"\/Antaeus_(Earth-616)","No Dual Identity","Bad Characters","Male Characters","Living Characters",2,"Jun-45","Marvel"," , Brown Hair"
